Roll No,Gender,District,Rank,Apt_BAR,p1,p2,QuotaGroup,QuotaType,phaseNo,valid,amount,admitted,year
564,Male,Kathmandu,1900,1,4,,Open,Open,3,1,300,0,2077
74,Male,Kathmandu,1063,,9,10,Open,Open,3,1,1800,0,2077
1737,Male,Kathmandu,981,,6,,Open,Open,3,1,300,0,2077
5907,Male,Kathmandu,814,,11,1,Open,Open,4,1,600,1,2077
583,Male,Kathmandu,1304,,11,12,Open,Open,4,1,600,0,2077
35,Male,Kathmandu,2151,,11,6,Open,Open,4,1,600,0,2077
5134,Female,Kavrepalanchok,1492,1,3,4,Open,Female Quota,1,1,900,0,2077
279,Female,Kavrepalanchok,3350,,29,30,Open,Female Quota,1,1,600,1,2077
4603,Female,Kavrepalanchok,1390,,12,,Open,Female Quota,1,1,300,0,2077
2380,Female,Kavrepalanchok,3547,1,2,4,Open,Female Quota,1,1,900,0,2077
907,Female,Kavrepalanchok,1235,,29,30,Open,Female Quota,1,1,600,0,2077
7890,Female,Kavrepalanchok,391,,1,2,Open,Female Quota,1,1,600,1,2077
2720,Female,Kavrepalanchok,6351,,1,7,Reserverd Quota,,1,0,600,0,2077
5635,Female,Kavrepalanchok,395,,11,12,Open,Female Quota,1,1,1200,0,2077
2150,Female,Kavrepalanchok,749,,2,,Open,Female Quota,1,1,300,0,2077
5096,Female,Kavrepalanchok,4761,,2,,Open,Female Quota,1,1,300,0,2077
11895,Female,Kavrepalanchok,1913,,4,,Open,Female Quota,1,1,600,0,2077
279,Female,Kavrepalanchok,3350,,29,30,Open,Female Quota,2,1,600,1,2077
10529,Female,Kavrepalanchok,1223,,6,,Open,Female Quota,2,1,300,0,2077
10529,Female,Kavrepalanchok,1223,,4,,Open,Female Quota,3,1,600,0,2077
3446,Male,Kavrepalanchok,547,,27,9,Open,Open,1,1,900,0,2077
1493,Male,Kavrepalanchok,222,,9,7,Open,Open,1,1,1500,1,2077
5577,Male,Kavrepalanchok,130,,11,12,Open,Open,1,1,600,1,2077
1556,Male,Kavrepalanchok,2380,,10,28,Open,Open,1,1,600,0,2077
9795,Male,Kavrepalanchok,136,,1,2,Open,Open,1,1,600,1,2077
11430,Male,Kavrepalanchok,5515,,12,6,Open,Open,1,1,900,0,2077
9959,Male,Kavrepalanchok,5697,,11,7,Reserverd Quota,,1,0,900,0,2077
5913,Male,Kavrepalanchok,5512,,29,30,Open,Open,1,1,600,0,2077
7222,Male,Kavrepalanchok,3775,,28,30,Open,Open,1,1,600,0,2077
7172,Male,Kavrepalanchok,1796,,28,,Open,Open,1,1,300,1,2077
8158,Male,Kavrepalanchok,2080,,4,28,Open,Open,1,1,900,0,2077
2876,Male,Kavrepalanchok,1572,,11,12,Open,Open,1,1,600,0,2077
1924,Male,Kavrepalanchok,1528,,1,11,Reserverd Quota,,1,0,600,0,2077
1563,Male,Kavrepalanchok,292,,7,,Open,Open,1,1,300,0,2077
2485,Male,Kavrepalanchok,437,,12,,Open,Open,1,1,300,0,2077
1626,Male,Kavrepalanchok,1829,,1,2,Open,Open,1,1,600,0,2077
2208,Male,Kavrepalanchok,1640,,2,,Open,Open,1,1,300,0,2077
6593,Male,Kavrepalanchok,1446,,27,28,Open,Open,1,1,600,0,2077
687,Male,Kavrepalanchok,2524,,12,11,Open,Open,1,1,600,0,2077
4172,Male,Kavrepalanchok,1731,,12,,Open,Open,1,1,300,0,2077
4730,Male,Kavrepalanchok,3935,,27,28,Open,Open,1,1,600,0,2077
7085,Male,Kavrepalanchok,588,,6,,Open,Open,1,1,300,0,2077
7146,Male,Kavrepalanchok,3907,,11,12,Open,Open,1,1,600,0,2077
5943,Male,Kavrepalanchok,295,,12,,Open,Open,1,1,300,0,2077
584,Male,Kavrepalanchok,628,,11,1,Reserverd Quota,Others,1,1,600,1,2077
12139,Male,Kavrepalanchok,2069,,29,30,Open,Open,1,1,600,1,2077
684,Male,Kavrepalanchok,6408,,28,30,Open,Open,2,1,600,0,2077
7172,Male,Kavrepalanchok,1796,,27,,Open,Open,2,1,300,1,2077
7172,Male,Kavrepalanchok,1796,,27,,Open,Open,3,1,300,1,2077
3040,Female,Khotang,874,,2,3,Open,Female Quota,1,1,900,0,2077
5825,Female,Khotang,4265,,4,,Open,Female Quota,1,1,600,0,2077
98,Male,Khotang,180,,11,1,Open,Open,1,1,1500,1,2077
357,Male,Khotang,4398,,2,,Government Sponsored,Government Sponsored Quota,1,0,300,0,2077
357,Male,Khotang,4398,,1,11,Reserverd Quota,,1,0,600,0,2077
6042,Male,Khotang,2398,1,4,,Open,Open,1,1,600,0,2077
1989,Male,Khotang,166,,1,12,Open,Open,1,1,900,1,2077
4607,Male,Khotang,673,,1,2,Open,Open,1,1,600,0,2077
9691,Male,Khotang,3464,,4,,Open,Open,1,1,600,0,2077
357,Male,Khotang,4398,,1,,Open,Open,1,1,300,0,2077
1957,Male,Khotang,1997,,11,7,Reserverd Quota,,1,0,900,0,2077
4574,Male,Khotang,4652,,4,,Open,Open,2,1,600,0,2077
619,Female,Lalitpur,712,,1,,Reserverd Quota,Female,1,1,300,1,2077
389,Female,Lalitpur,160,,11,12,Open,Female Quota,1,1,600,1,2077
4826,Female,Lalitpur,5428,1,2,3,Open,Female Quota,1,1,1200,0,2077
849,Female,Lalitpur,1292,,11,1,Open,Female Quota,1,1,2400,1,2077
2737,Female,Lalitpur,249,,12,1,Open,Female Quota,1,1,600,1,2077
1539,Female,Lalitpur,2901,,28,,Open,Female Quota,1,1,300,0,2077
5292,Female,Lalitpur,1164,1,3,4,Open,Female Quota,1,1,900,1,2077
1303,Female,Lalitpur,1117,1,3,4,Open,Female Quota,1,1,1200,1,2077
1386,Female,Lalitpur,2083,1,3,4,Open,Female Quota,1,1,900,0,2077
5343,Female,Lalitpur,1162,,1,,IOE Staff,IOE Staff Quota,1,1,300,1,2077
5343,Female,Lalitpur,1162,,1,2,Open,Female Quota,1,1,600,1,2077
1145,Female,Lalitpur,1682,,4,,Open,Female Quota,1,1,600,0,2077
673,Female,Lalitpur,601,,11,12,Open,Female Quota,1,1,600,0,2077
7549,Female,Lalitpur,2900,,11,9,Reserverd Quota,,1,0,1200,1,2077
3684,Female,Lalitpur,5098,1,4,,Open,Female Quota,1,1,600,0,2077
8259,Female,Lalitpur,2394,,4,29,Open,Female Quota,1,1,1200,0,2077
4235,Female,Lalitpur,2666,,2,,Open,Female Quota,1,1,300,0,2077
1738,Female,Lalitpur,3211,1,3,4,Open,Female Quota,1,1,900,0,2077
2841,Female,Lalitpur,5557,,27,,Open,Female Quota,1,1,300,0,2077
7185,Female,Lalitpur,796,1,1,2,Open,Female Quota,1,1,1500,1,2077
8970,Female,Lalitpur,1071,1,1,3,Reserverd Quota,,1,0,900,0,2077
3594,Female,Lalitpur,4175,1,4,,Open,Female Quota,1,1,600,0,2077
4110,Female,Lalitpur,1017,1,1,2,Open,Female Quota,1,1,1200,1,2077
4402,Female,Lalitpur,68,,11,12,Open,Female Quota,1,1,600,1,2077
5934,Female,Lalitpur,1395,1,3,4,Open,Female Quota,1,1,900,0,2077
1393,Female,Lalitpur,822,,5,7,Open,Female Quota,1,1,600,0,2077
7476,Female,Lalitpur,2512,,1,,Reserverd Quota,Adivashi/Janajati,1,1,300,1,2077
1393,Female,Lalitpur,822,,1,11,Reserverd Quota,,1,0,600,0,2077
5146,Female,Lalitpur,5128,,12,,Open,Female Quota,1,1,300,0,2077
4597,Female,Lalitpur,3189,,28,4,Open,Female Quota,1,1,1200,0,2077
2511,Female,Lalitpur,3695,,11,3,Reserverd Quota,,1,0,900,0,2077
4808,Female,Lalitpur,4215,1,4,,Open,Female Quota,1,1,600,0,2077
2182,Female,Lalitpur,454,,11,12,Open,Female Quota,1,1,600,0,2077
2027,Female,Lalitpur,3198,,12,6,Open,Female Quota,1,1,600,0,2077
8329,Female,Lalitpur,2241,,29,30,Open,Female Quota,1,1,600,0,2077
4931,Female,Lalitpur,3702,,6,8,Open,Female Quota,1,1,600,0,2077
12727,Female,Lalitpur,3162,1,4,,Open,Female Quota,1,1,600,0,2077
2042,Female,Lalitpur,3184,,12,8,Open,Female Quota,1,1,600,0,2077
1187,Female,Lalitpur,2027,1,4,,Open,Female Quota,1,1,600,0,2077
10752,Female,Lalitpur,4543,,12,2,Open,Female Quota,1,1,600,0,2077
4808,Female,Lalitpur,4215,1,4,,Open,Female Quota,2,1,300,0,2077
849,Female,Lalitpur,1292,,5,,Open,Female Quota,2,1,300,1,2077
7549,Female,Lalitpur,2900,,28,30,Open,Female Quota,2,1,600,1,2077
5934,Female,Lalitpur,1395,1,4,,Open,Female Quota,2,1,300,0,2077
2182,Female,Lalitpur,454,,11,12,Open,Female Quota,2,1,600,0,2077
1738,Female,Lalitpur,3211,1,4,,Open,Female Quota,2,1,300,0,2077
1187,Female,Lalitpur,2027,1,4,30,Open,Female Quota,2,1,600,0,2077
1393,Female,Lalitpur,822,,6,,Open,Female Quota,2,1,300,0,2077
5934,Female,Lalitpur,1395,1,4,,Open,Female Quota,3,1,300,0,2077
7549,Female,Lalitpur,2900,,28,,Open,Female Quota,3,1,300,1,2077
2182,Female,Lalitpur,454,,11,12,Open,Female Quota,3,1,600,0,2077
3920,Male,Lalitpur,708,,12,8,Open,Open,1,1,600,0,2077
624,Male,Lalitpur,296,,11,12,Open,Open,1,1,600,0,2077
502,Male,Lalitpur,608,1,3,4,Open,Open,1,1,900,1,2077
319,Male,Lalitpur,1104,,2,,Open,Open,1,1,300,0,2077
61,Male,Lalitpur,35,,11,12,Open,Open,1,1,600,1,2077
24,Male,Lalitpur,202,,12,11,Open,Open,1,1,600,1,2077
481,Male,Lalitpur,1726,1,4,,Open,Open,1,1,600,0,2077
4187,Male,Lalitpur,2114,1,4,,Open,Open,1,1,600,0,2077
5205,Male,Lalitpur,4741,,2,,Open,Open,1,1,300,0,2077
3028,Male,Lalitpur,1841,,28,10,Open,Open,1,1,900,0,2077
10330,Male,Lalitpur,904,1,3,4,Open,Open,1,1,1200,0,2077
6942,Male,Lalitpur,1898,1,3,4,Open,Open,1,1,900,0,2077
659,Male,Lalitpur,9,,11,,Open,Open,1,1,300,1,2077
2650,Male,Lalitpur,246,,1,2,Open,Open,1,1,900,1,2077
2649,Male,Lalitpur,1202,1,2,8,Open,Open,1,1,1200,0,2077
5936,Male,Lalitpur,3173,,12,8,Open,Open,1,1,600,0,2077
5945,Male,Lalitpur,51,,11,12,Open,Open,1,1,600,1,2077
4009,Male,Lalitpur,2601,,27,28,Open,Open,1,1,600,0,2077
1617,Male,Lalitpur,787,,12,,Open,Open,1,1,300,0,2077
3298,Male,Lalitpur,3658,,29,30,Open,Open,1,1,600,0,2077
1934,Male,Lalitpur,491,,5,6,Open,Open,1,1,600,1,2077
2140,Male,Lalitpur,1178,1,3,4,Open,Open,1,1,900,1,2077
6354,Male,Lalitpur,1463,,28,,Open,Open,1,1,300,0,2077
7940,Male,Lalitpur,298,,11,12,Open,Open,1,1,900,0,2077
691,Male,Lalitpur,424,,12,,Open,Open,1,1,300,0,2077
2160,Male,Lalitpur,304,,11,7,Open,Open,1,1,1200,0,2077
5881,Male,Lalitpur,333,,3,4,Open,Open,1,1,1200,1,2077
2145,Male,Lalitpur,2212,,3,4,Open,Open,1,1,900,0,2077
3618,Male,Lalitpur,1473,,11,1,Reserverd Quota,,1,0,1200,0,2077
2565,Male,Lalitpur,1042,,27,28,Open,Open,1,1,600,1,2077
2313,Male,Lalitpur,4232,,2,,Open,Open,1,1,300,0,2077
494,Male,Lalitpur,2291,,11,12,Open,Open,1,1,1200,0,2077
8439,Male,Lalitpur,2136,,6,12,Open,Open,1,1,600,0,2077
6359,Male,Lalitpur,1718,,28,10,Open,Open,1,1,600,1,2077
1306,Male,Lalitpur,70,,7,8,Open,Open,1,1,1200,1,2077
690,Male,Lalitpur,1805,,4,,Open,Open,1,1,600,0,2077
7,Male,Lalitpur,288,,11,12,Open,Open,1,1,1200,1,2077
833,Male,Lalitpur,283,,12,1,Open,Open,1,1,1500,1,2077
773,Male,Lalitpur,2598,,8,,Open,Open,1,1,300,0,2077
11089,Male,Lalitpur,1517,1,2,4,Open,Open,1,1,1200,1,2077
449,Male,Lalitpur,557,,12,2,Open,Open,1,1,900,0,2077
12036,Male,Lalitpur,6537,1,4,,Open,Open,1,1,600,0,2077
391,Male,Lalitpur,984,,8,,Open,Open,1,1,300,0,2077
6111,Male,Lalitpur,2011,,1,,IOE Staff,IOE Staff Quota,1,0,300,1,2077
6111,Male,Lalitpur,2011,,27,28,Open,Open,1,1,600,1,2077
4009,Male,Lalitpur,2601,,28,,Open,Open,2,1,300,0,2077
3298,Male,Lalitpur,3658,,30,,Open,Open,2,1,300,0,2077
7,Male,Lalitpur,288,,12,7,Open,Open,2,1,600,1,2077
11236,Male,Lalitpur,4281,,28,,Open,Open,2,1,300,0,2077
2140,Male,Lalitpur,1178,1,4,,Open,Open,2,1,300,1,2077
12036,Male,Lalitpur,6537,1,4,,Open,Open,2,1,300,0,2077
6111,Male,Lalitpur,2011,,28,,Open,Open,2,1,300,1,2077
2160,Male,Lalitpur,304,,11,12,Open,Open,3,1,600,0,2077
12036,Male,Lalitpur,6537,1,4,,Open,Open,3,1,300,0,2077
861,Female,Lamjung,629,,1,2,Open,Female Quota,1,1,1500,0,2077
2031,Female,Lamjung,911,,1,2,Open,Female Quota,1,1,600,0,2077
1945,Female,Lamjung,1419,1,4,,Open,Female Quota,1,1,600,0,2077
11294,Female,Lamjung,4925,,29,30,Open,Female Quota,1,1,600,0,2077
4864,Female,Lamjung,2141,,8,,Open,Female Quota,1,1,300,0,2077
699,Female,Lamjung,589,,1,11,Open,Female Quota,1,1,2400,0,2077
1131,Female,Lamjung,1534,,8,6,Open,Female Quota,1,1,600,0,2077
699,Female,Lamjung,589,,1,2,Open,Female Quota,2,1,900,0,2077
2031,Female,Lamjung,911,,2,,Open,Female Quota,2,1,300,0,2077
1945,Female,Lamjung,1419,1,4,6,Open,Female Quota,2,1,600,0,2077
1945,Female,Lamjung,1419,1,4,,Open,Female Quota,3,1,300,0,2077
2031,Female,Lamjung,911,,1,2,Open,Female Quota,3,1,600,0,2077
529,Male,Lamjung,139,,1,2,Open,Open,1,1,900,1,2077
1822,Male,Lamjung,171,,11,12,Open,Open,1,1,900,1,2077
1981,Male,Lamjung,498,,11,12,Open,Open,1,1,1200,0,2077
6567,Male,Lamjung,675,1,3,4,Open,Open,1,1,900,1,2077
2397,Male,Lamjung,293,,1,2,Open,Open,1,1,1500,1,2077
1210,Male,Lamjung,41,,11,12,Open,Open,1,1,600,1,2077
8173,Male,Lamjung,397,,1,9,Open,Open,1,1,2700,1,2077
5163,Male,Lamjung,351,,9,10,Open,Open,1,1,1200,1,2077
810,Male,Lamjung,346,,1,2,Open,Open,1,1,600,1,2077
1368,Male,Lamjung,5462,,29,28,Open,Open,1,1,1200,0,2077
748,Male,Lamjung,2250,,12,8,Open,Open,1,1,900,0,2077
2196,Male,Lamjung,985,,2,10,Open,Open,1,1,600,0,2077
1633,Male,Lamjung,231,,11,12,Open,Open,1,1,1200,1,2077
1792,Male,Lamjung,878,,8,10,Open,Open,1,1,600,0,2077
12022,Male,Lamjung,402,,2,5,Open,Open,1,1,1500,1,2077
188,Male,Lamjung,1934,,2,,Open,Open,1,1,300,0,2077
8495,Male,Lamjung,1804,1,4,,Open,Open,1,1,600,0,2077
784,Male,Lamjung,1151,,11,1,Reserverd Quota,,1,0,600,0,2077
1981,Male,Lamjung,498,,8,,Open,Open,2,1,300,0,2077
8495,Male,Lamjung,1804,1,3,4,Open,Open,2,1,600,0,2077
1981,Male,Lamjung,498,,8,,Open,Open,3,1,300,0,2077
6311,Female,Mahottari,1543,,11,12,Open,Female Quota,1,1,600,0,2077
2836,Female,Mahottari,1212,,12,7,Open,Female Quota,1,1,900,0,2077
7840,Female,Mahottari,1397,,3,2,Open,Female Quota,1,1,2100,0,2077
3495,Female,Mahottari,6057,,29,30,Open,Female Quota,1,1,600,0,2077
2523,Female,Mahottari,782,1,3,4,Open,Female Quota,1,1,900,1,2077
4245,Female,Mahottari,1815,1,3,4,Open,Female Quota,1,1,900,0,2077
2169,Female,Mahottari,3055,,4,,Open,Female Quota,1,1,600,0,2077
9526,Female,Mahottari,3053,1,4,,Open,Female Quota,1,1,600,0,2077
4988,Female,Mahottari,4251,,2,,Open,Female Quota,1,1,300,0,2077
5853,Female,Mahottari,1448,,11,5,Reserverd Quota,,1,0,900,0,2077
940,Female,Mahottari,2361,,6,,Open,Female Quota,1,1,300,0,2077
5911,Female,Mahottari,2946,1,3,4,Open,Female Quota,1,1,1200,0,2077
1953,Female,Mahottari,1820,,1,7,Open,Female Quota,1,1,900,1,2077
1953,Female,Mahottari,1820,,1,7,Reserverd Quota,Madheshi,1,1,900,1,2077
5911,Female,Mahottari,2946,1,4,,Open,Female Quota,2,1,300,0,2077
4245,Female,Mahottari,1815,1,4,,Open,Female Quota,2,1,300,0,2077
940,Female,Mahottari,2361,,6,,Open,Female Quota,2,1,300,0,2077
2836,Female,Mahottari,1212,,6,,Open,Female Quota,2,1,300,0,2077
5853,Female,Mahottari,1448,,6,28,Open,Female Quota,2,1,600,0,2077
1533,Male,Mahottari,1936,,27,28,Open,Open,1,1,600,1,2077
10477,Male,Mahottari,1923,,2,12,Open,Open,1,1,600,0,2077
1512,Male,Mahottari,3226,,2,,Open,Open,1,1,300,0,2077
6376,Male,Mahottari,66,,1,,Open,Open,1,1,300,1,2077
11057,Male,Mahottari,4932,,30,28,Open,Open,1,1,600,0,2077
987,Male,Mahottari,810,,1,2,Open,Open,1,1,1800,0,2077
6124,Male,Mahottari,1880,,8,12,Open,Open,1,1,600,0,2077
662,Male,Mahottari,1133,,2,5,Open,Open,1,1,1200,0,2077
596,Male,Mahottari,1929,,29,30,Open,Open,1,1,600,0,2077
9562,Male,Mahottari,1344,,5,6,Open,Open,1,1,1200,0,2077
9629,Male,Mahottari,6032,,30,,Open,Open,1,1,300,0,2077
10546,Male,Mahottari,951,,1,2,Open,Open,1,1,600,0,2077
479,Male,Mahottari,1944,,10,,Open,Open,1,1,300,0,2077
7875,Male,Mahottari,759,,12,8,Open,Open,1,1,900,1,2077
729,Male,Mahottari,3557,,1,2,Open,Open,1,1,600,0,2077
9036,Male,Mahottari,3699,,7,,Reserverd Quota,,1,0,300,0,2077
1240,Male,Mahottari,4515,,1,5,Reserverd Quota,,1,0,900,0,2077
3350,Male,Mahottari,2050,,1,7,Reserverd Quota,,1,0,900,0,2077
10512,Male,Mahottari,2276,,1,5,Reserverd Quota,Madheshi,1,1,1500,1,2077
11304,Male,Mahottari,3921,,2,12,Open,Open,1,1,1200,0,2077
1692,Male,Mahottari,3571,,1,5,Reserverd Quota,,1,0,600,0,2077
1220,Male,Mahottari,517,,12,7,Open,Open,1,1,1800,1,2077
10399,Male,Mahottari,3751,,1,,Reserverd Quota,,1,0,300,0,2077
6478,Male,Mahottari,1168,,5,6,Open,Open,1,1,600,0,2077
9892,Male,Mahottari,5532,,9,29,Open,Open,1,1,900,0,2077
11531,Male,Mahottari,6380,,2,,Open,Open,1,1,300,0,2077
5673,Male,Mahottari,4300,,2,,Open,Open,1,1,300,0,2077
8311,Male,Mahottari,2575,,6,,Open,Open,1,1,300,0,2077
717,Male,Mahottari,1029,,2,,Open,Open,1,1,300,0,2077
10432,Male,Mahottari,3836,,2,6,Open,Open,1,1,600,0,2077
3514,Male,Mahottari,3742,,5,,Reserverd Quota,,1,0,300,0,2077
10565,Male,Mahottari,5268,,27,28,Open,Open,1,1,600,0,2077
9761,Male,Mahottari,2537,,8,,Open,Open,1,1,300,0,2077
9778,Male,Mahottari,851,,10,2,Open,Open,1,1,600,0,2077
987,Male,Mahottari,810,,1,,Open,Open,2,1,300,0,2077
11057,Male,Mahottari,4932,,10,30,Open,Open,2,1,900,0,2077
662,Male,Mahottari,1133,,6,,Open,Open,2,1,300,0,2077
1533,Male,Mahottari,1936,,28,,Open,Open,2,1,300,1,2077
1220,Male,Mahottari,517,,7,12,Open,Open,2,1,900,1,2077
8659,Male,Mahottari,1558,,6,,Open,Open,2,1,300,0,2077
6478,Male,Mahottari,1168,,5,6,Open,Open,2,1,600,0,2077
7605,Male,Mahottari,2781,,6,,Open,Open,2,1,300,0,2077
7875,Male,Mahottari,759,,5,,Open,Open,2,1,300,1,2077
10695,Male,Mahottari,4308,,6,28,Open,Open,2,1,600,0,2077
6478,Male,Mahottari,1168,,6,,Open,Open,3,1,300,0,2077
12267,Male,Mahottari,1432,,12,2,Open,Open,3,1,1200,0,2077
662,Male,Mahottari,1133,,6,,Open,Open,3,1,300,0,2077
9036,Male,Mahottari,3699,,8,,Open,Open,3,1,300,0,2077
5584,Male,Mahottari,3458,,6,,Open,Open,3,1,300,0,2077
1220,Male,Mahottari,517,,7,8,Open,Open,3,1,600,1,2077
717,Male,Mahottari,1029,,1,2,Open,Open,4,1,600,0,2077
9289,Female,Makwanpur,2462,,3,4,Open,Female Quota,1,1,1200,0,2077
1330,Female,Makwanpur,163,,1,2,Open,Female Quota,1,1,600,1,2077
3332,Female,Makwanpur,2156,,3,4,Open,Female Quota,1,1,900,0,2077
2942,Female,Makwanpur,6597,,12,30,Open,Female Quota,1,1,1200,0,2077
2214,Female,Makwanpur,4162,,30,,Open,Female Quota,1,1,300,0,2077
2441,Female,Makwanpur,815,1,3,4,Open,Female Quota,1,1,900,1,2077
2863,Female,Makwanpur,581,,29,30,Open,Female Quota,1,1,900,1,2077
6457,Female,Makwanpur,2913,,3,4,Open,Female Quota,1,1,900,0,2077
9837,Female,Makwanpur,4850,,12,,Open,Female Quota,1,1,300,0,2077
10931,Female,Makwanpur,4257,,11,,Reserverd Quota,,1,0,300,0,2077
2584,Female,Makwanpur,5578,,30,29,Open,Female Quota,1,1,600,0,2077
4297,Female,Makwanpur,5215,,1,,Reserverd Quota,,1,0,300,0,2077
10,Female,Makwanpur,3319,,11,12,Open,Female Quota,1,1,600,0,2077
2942,Female,Makwanpur,6597,,30,,Open,Female Quota,2,1,300,0,2077
1559,Male,Makwanpur,115,,1,2,Open,Open,1,1,600,1,2077
1144,Male,Makwanpur,2073,,3,4,Open,Open,1,1,900,0,2077
1028,Male,Makwanpur,3174,,30,,Open,Open,1,1,300,0,2077
7853,Male,Makwanpur,1537,1,4,,Open,Open,1,1,600,0,2077
223,Male,Makwanpur,2948,1,4,,Open,Open,1,1,600,0,2077
1535,Male,Makwanpur,1047,,1,2,Open,Open,1,1,600,0,2077
348,Male,Makwanpur,3487,,6,,Open,Open,1,1,300,0,2077
6470,Male,Makwanpur,3757,,30,,Open,Open,1,1,300,0,2077
513,Male,Makwanpur,320,,12,,Open,Open,1,1,300,0,2077
3370,Male,Makwanpur,2326,,29,30,Open,Open,1,1,600,0,2077
11873,Male,Makwanpur,2283,,7,5,Reserverd Quota,,1,0,600,0,2077
5820,Male,Makwanpur,1740,1,4,,Open,Open,1,1,600,0,2077
1177,Male,Makwanpur,2536,,2,12,Open,Open,1,1,900,0,2077
2019,Male,Makwanpur,184,,11,12,Open,Open,1,1,1200,1,2077
39,Male,Makwanpur,3233,,30,,Open,Open,1,1,300,1,2077
1782,Male,Makwanpur,322,,7,8,Open,Open,1,1,900,1,2077
2601,Male,Makwanpur,642,,11,12,Open,Open,1,1,1800,0,2077
7348,Male,Makwanpur,1441,,12,8,Open,Open,1,1,600,0,2077
9331,Male,Makwanpur,1583,,5,6,Open,Open,1,1,600,0,2077
1177,Male,Makwanpur,2536,,2,10,Open,Open,2,1,600,0,2077
6470,Male,Makwanpur,3757,,30,,Open,Open,2,1,300,0,2077
3370,Male,Makwanpur,2326,,29,,Open,Open,2,1,300,0,2077
348,Male,Makwanpur,3487,,10,,Open,Open,3,1,300,0,2077
2688,Female,Morang,553,,11,12,Open,Female Quota,1,1,1200,1,2077
7165,Female,Morang,1626,,11,12,Open,Female Quota,1,1,900,0,2077
7621,Female,Morang,4548,,29,30,Open,Female Quota,1,1,900,0,2077
8641,Female,Morang,4326,,1,3,Open,Female Quota,1,1,900,0,2077
8641,Female,Morang,4326,,3,,Reserverd Quota,,1,0,300,0,2077
5330,Female,Morang,1919,,1,2,Open,Female Quota,1,1,1200,0,2077
1125,Female,Morang,1409,,27,28,Open,Female Quota,1,1,600,0,2077
4802,Female,Morang,585,,1,2,Open,Female Quota,1,1,600,0,2077
1498,Female,Morang,2177,1,4,,Open,Female Quota,1,1,600,0,2077
4204,Female,Morang,3774,1,12,3,Open,Female Quota,1,1,1200,0,2077
831,Female,Morang,382,,11,12,Open,Female Quota,1,1,900,1,2077
2562,Female,Morang,416,,9,29,Open,Female Quota,1,1,1200,1,2077
4596,Female,Morang,723,,1,,Open,Female Quota,1,1,300,0,2077
461,Female,Morang,5329,1,3,4,Open,Female Quota,1,1,1500,0,2077
442,Female,Morang,2132,1,3,4,Open,Female Quota,1,1,1500,0,2077
8484,Female,Morang,5845,1,30,4,Open,Female Quota,1,1,900,0,2077
7621,Female,Morang,4548,,29,30,Open,Female Quota,2,1,1500,0,2077
1125,Female,Morang,1409,,8,,Open,Female Quota,2,1,300,0,2077
442,Female,Morang,2132,1,3,4,Open,Female Quota,2,1,600,0,2077
4802,Female,Morang,585,,2,,Open,Female Quota,2,1,300,0,2077
8484,Female,Morang,5845,1,4,,Open,Female Quota,3,1,300,0,2077
4761,Male,Morang,213,,11,1,Open,Open,1,1,900,1,2077
5026,Male,Morang,386,,2,,Open,Open,1,1,300,0,2077
7893,Male,Morang,82,,1,,Open,Open,1,1,300,1,2077
3076,Male,Morang,1449,,29,30,Open,Open,1,1,1200,1,2077
5042,Male,Morang,1574,,28,6,Open,Open,1,1,900,1,2077
4590,Male,Morang,550,,12,8,Open,Open,1,1,1200,1,2077
2137,Male,Morang,273,,1,2,Open,Open,1,1,1200,1,2077
3639,Male,Morang,1131,,7,8,Open,Open,1,1,1800,0,2077
3813,Male,Morang,4533,,27,28,Open,Open,1,1,600,0,2077
1716,Male,Morang,385,,7,,Open,Open,1,1,300,0,2077
31,Male,Morang,1296,,2,,Open,Open,1,1,300,0,2077
4949,Male,Morang,4259,1,4,,Open,Open,1,1,600,0,2077
958,Male,Morang,6020,,6,8,Open,Open,1,1,600,0,2077
2085,Male,Morang,476,,11,12,Open,Open,1,1,600,0,2077
1564,Male,Morang,654,,1,2,Open,Open,1,1,1200,1,2077
1668,Male,Morang,28,,1,,Open,Open,1,1,300,1,2077
2521,Male,Morang,2892,,30,,Open,Open,1,1,300,1,2077
4463,Male,Morang,5721,,30,,Open,Open,1,1,300,0,2077
1254,Male,Morang,1949,,29,30,Open,Open,1,1,600,0,2077
2570,Male,Morang,201,,9,10,Open,Open,1,1,900,1,2077
3434,Male,Morang,76,,11,7,Open,Open,1,1,600,1,2077
1175,Male,Morang,830,,2,,Open,Open,1,1,300,0,2077
6717,Male,Morang,419,,27,,Open,Open,1,1,300,1,2077
1171,Male,Morang,2610,,30,,Open,Open,1,1,300,0,2077
10902,Male,Morang,680,,27,8,Open,Open,1,1,600,0,2077
904,Male,Morang,3460,,30,,Open,Open,1,1,300,1,2077
2268,Male,Morang,44,,1,9,Open,Open,1,1,600,1,2077
71,Male,Morang,392,,7,8,Open,Open,1,1,600,1,2077
2506,Male,Morang,604,,8,,Open,Open,1,1,300,0,2077
1365,Male,Morang,556,,7,8,Open,Open,1,1,600,0,2077
4410,Male,Morang,229,,9,10,Open,Open,1,1,600,1,2077
2759,Male,Morang,1699,1,4,,Open,Open,1,1,600,0,2077
4975,Male,Morang,2764,,28,,Open,Open,1,1,300,0,2077
435,Male,Morang,974,,9,10,Open,Open,1,1,600,0,2077
3954,Male,Morang,5191,1,4,,Open,Open,1,1,600,0,2077
